QuestionId,QuestionText,QuestionTextLength
214,I= EediTom and Katie are arguing aboutthe diagram on the right:Tom says it shows:p + q < 3608Katie says it shows: p2709Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016+q,195
215,I= EediWhich of the following triangles does not have thesame area as the others?They all have thesame areaInctto scale_Iall measuremenisin cmjFodi 2016,152
216,I= EediWhich of thefollowing is the bestestimate of the size ofthis angle?450100820092608Fodi 2016,98
217,I= Eedik <7+1Using the diagram on theright; is the expressionabove__.aiwayssometimesneverNeed moretruetruetrueinformationFodi 2016,130
218,I= EediJo and Paul are arguing about quadrilaterals:Jo says a rectangle always has diagonals of equal length.Paul says a parallelogram always has diagonals of equallength:Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,239
219,I= EediWhich of the following symbols should go in the box sOthat the number sentence is correct?(3)2 + (-16)(-5)2Fodi 2016,123
220,I= Eedi18300.540.300.180.6Fodi 2016,35
221,I= EediThis triangle isreflected in the liney =xWhich point is areflection of the redpoint?Fodi 2016,100
222,"IF EcdiOrder the times from longestshortest100 seconds2minutts1 minute 20minutesshrondsD,C 4 BACD,8,4 C D",105
223,I= EediWrite 60 as a product of prime factors2x2x3x1x52x3XSx56 X 102x3x2X5Fodi 2016,83
224,"I= EediThe blue shape is rotated 900 anticlockwise about (-2,2). Whichshape gives the correct answer?Fodi 2016",110
225,"I= EediWhat is the highest common factor of 2,6 and 9?18They do not haveHighestCommon FactorFodi 2016",101
226,I= EediThis is a number from theMayan number system.What number is it?30100Fodi 2016,84
227,I= EediWhich image completes a symmetric figure usingthe red line of symmetry?Fodi 2016,87
228,"I= EediPoints P, Qand R are(-4,7)equally spaced along the linesegment:The coordinates of P and Rare marked on thediagram.(2,-3)What are the coordinatesof Q?(-1,2)(-2,4)(-1,3)(-2,2)Fodi 2016",189
229,I= EediHow many lines of symmetry does this parallelogram have?Fodi 2016,72
230,I= EediUsing theon the right;which of the followingsymbols should replace thestar in terms of length?p + qNeed moreinformationFodi 2016key,138
231,"I= Eedi[cat t2 $20 0Ifthe two dashed959lines are parallel,what is the size ofangle p?750850959Not enoughinformationFodi 2016",124
232,"I= EediTom and Katie are arguing about distance and coordinates_Tom says (0,5) and (2,3) are equidistant from the origin_Katie says (4,1) and (_1,4) are equidistantfrom the origin_Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only",254
233,"I= Eedi@, b and € are different numbers=a + (b + c)b + cIs the above relationship_never truealways trueNeed moresometimestrueinformationFodi 2016",145
234,I= EediWhat number belongs in the box?(-2) - (-7)-5Fodi 2016,60
235,"I= EediPoints P, Qand R are(-3,6)equally spaced along the linesegment:The coordinates of P and Rare marked on thediagram.(1,-2)What are the coordinatesof Q?(-1,3)(-2,4)(-1,2)(-2,2)Fodi 2016",189
236,I= EediHow many pairs ofparallel sides doesthis shape have?Fodi 2016,68
237,"I= EediThe line segment is oneside of a square:Which of the followingcoordinates could be avertex ofthe square?(0,-1)(-2,4)(2,-7)(_4,2)Fodi 2016",144
238,I= EediTemperatureIpmlamMonday+5Tuesday+8Wednesday+6ThursdayFriday+3What is the difference between the temperature at 1pm onThursdayand the temperature at 1am on Wednesday?12'€10'€3'€11'€Fodi 2016,196
239,I= EediWork out:1451092010Fodi 2016,35
240,I= EediWork out:2431212Fodi 2016,32
241,"I= EediIn the Indian number system,ten lakh, three thousandand twenty103 02010 003 02010 300 020003 020Fodi 2016",112
242,"I= EediStatement 1:p -q =p + (-q)Statement 2:~p -q = -q + (-p)What can you say about the above statements,where p and q represent different numbers?OnlyBothOnly statementBoth statementsstatement 2 isstatementsare1 is trueare falsetruetrueFodi 2016",247
243,"I= Eedi[cot to sc4 0jWhat is the size of10581308angle p8050980""450559Fodi 2016",78
244,I= EediJo and Paulare arguing about adding fractions.Jo says13 > 3Paul says 11 +< 4Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,151
245,I= Eedishape has an area of 4Its lengths are enlarged by a scale factorof 5_What is the area of the enlarged shape?20 cm240 cm280 cm2100 cm?Fodi 2016cm2,152
246,I= EediWhat is the perimeter of this shape?cm828 0]cm13 cm18 cm40 cm21cmFodi 2016,81
247,"I= EediShape S has been translatedto get shape T,Describe how many squaresshape S has been moved4 left and 2 up2 right and 1 up2 right and 2 downright and 2 downFodi 2016",170
248,I= Eedi25 X18 = 25 X (2xWhat should replace the star to make thiscalculation correct?161836Fodi 2016,100
249,I= Eedi17X8 _ 17 X3 = 17 X _What belongs in the gap?8511187Fodi 2016,68
250,I= Eedi12 + (_4)~1616~3Fodi 2016,32
251,I= Eedi[cot to sc4 0jWhat is the size of'1008angle r?8091008709Not enoughinformationFodi 2016,93
252,"I= EediHere are the depths below sea level of 3 creatures:Starfish: _ 7 mShark: _9 mDolphin: -8.3mArrange their depths in ascending order, starting with the deepest1st Dolphin1st Starfish1st Shark1st Starfish2nd Shark2nd Dolphin2nd Dolphin2nd SharkStarfish3rd   SharkStarfish3rd DolphinFodi 20163rd3rd _",303
253,I= EediThe fractions in the two circlesbelow add to give the fraction inthe circle above.What should replace the questionmark?113135351235Fodi 2016,147
254,I= EediWhich of these is not a multiple of 34?34102238Fodi 2016,63
255,I= EediWhich of the following statements is truewhen nSn > n + 5Sn < n + 5Sn = n+5Not enoughinformationFodi 2016~1?,115
256,I= EediWhich combination ofmathematical instruments hascmbeen used to construct this390triangle?cmInctto scale]ProtractorRulerRulerRulerCompassCompassProtractorProtractorCompassFodi 2016,186
257,I= EediGiven that8.5 X2.2 = 18.7what is18.7 + 8.5?2.28.5ImpossiblewithoutcalculatorFodi 2016,92
258,I= EediJo and Paulare arguing about enlargementsJo says ifa shape is enlarged by a scale factor of 0.5 then its area ishalf as big as the original area.Paul says if a shape is enlarged by a scale factor of 2 then its area istimes as big as the originalarea_Who is correct?OnlyOnlyBoth JoNeither isJoPauland PaulcorrectFodi 2016,327
259,I= EediTom and Katie are trying to calculate the answer to 29 x 7Tom does this: 30 x 7-1x7Katie does this: 20 x 7+9X 7Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,192
260,I= EediHow many factors does 9 have?Fodi 2016,45
261,I= Eedi3 hours + 700 minutes11 hours10 hours14hours and14 hours andand 4066 minutes40 minutesminutesFodi 2016,109
262,I= EediTom and Katie are arguing about parallelograms:Tom says a square is aparallelogram.Katie says a rhombus isparallelogram_Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,201
263,I= Eedix (-16)416646464Fodi 2016,32
264,I= EediWhat is the order of rotational symmetry of this shape?Fodi 2016,71
265,I= EediWhich angle is allied (co-interior) to angle p?Fodi 2016,63
266,I= EediWork out:24 + 311121212Fodi 2016,39
267,"I= EediPoints V, W, X, Yand Z areall equally spaced alongthe line_The coordinates of W areshown_W(8,5)What are the coordinatesof Y?(24,15)(16,10)(4,2.5)(32,20)Fodi 2016",168
268,"I= EediJo and Paulare arguing about how tofully describe the rotation from shapeto shape QJo says: ""a rotation of 909anticlockwise""Paul says:a rotation of +270* about(-1,1)""Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016",241
269,"I= EediWhich of the following questions would use the calculation5 XA cake isinto 6 slices,A cake is cut into 5slices,Ivan eats 5 of themWhatIvan eats 6 of them. Whatfraction of the cake did Ivanfraction of the cake is left?eat?A cake is cut into 5 slices;A cake is cut into 6 slices_Ivan eats 6 of them_WhatIvan eats 5 of them. Whatfraction of the cake did Ivanfraction of the cake is left?eat?Fodi 2016cut",407
270,I= EediWhat should replace the question mark?84Fodi 2016,56
271,I= EediSam has tried to translate the redflag by the vectorWhat error has Sam made?Sam has gone right when hethisNothingis correctshould have gone leftSam has started counting fromSam has started countinghis initial position whenfrom his initial position whencounting rightcounting upFodi 2016,293
272,I= EediWhat is the area12 cmof this rectangle?16 cm248 cm232 cm2Not enoughinformationFodi 2016,94
273,"I= EediName the centre of rotation thatmaps shape Q onto the shape Pwhen rotated 900 clockwise.(2,1)(0,1)P(1,0)OriginFodi 2016",126
274,I= Eedi[cat t2 $20 0Tom and Katie are arguing aboutthe diagram on the right:120.00181208Tom says the two lines are parallel:Katie says they will eventuallyintersect_Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,239
275,I= EediJo and Paul are arguing about theshape on the right:Jo says it is a rhombus_Paul says it is aparallelogram:Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,182
276,I= Eedia = 4b = -0.2Which of the following gives a value of _3.8?b - a~a - (~b)~a -bFodi 2016,93
277,I= EediWhich quadrilateral has the highest order of rotational symmetry?They each have the sameorder of rotationalsymmetryFodi 2016,131
278,I= EediJo and Paulare trying to write calculationsbased on thediagram on the left.Jo writes: 12 - 15 =-3Paul writes: (_3) + 15 = 12Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,199
279,I= EediJo and Paulare talking about equations theycan write based on the equation on the right:2g = 6hJo says you could write: g + 5 = 5 + 3hPaul says you could write: 3g9hWho is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,240
280,"I= EediWhat happens when you remove squares, as shown from left to right inthe diagrams below?The perimeter changesThe area changes butBoth the perimeter and Both the perimeter andbut the area stays thethe perimeter stays thearea changearea stay the samesamesameFodi 2016",271
281,I= EediThe sum of two bricks is equalto the brick above_What number should replacethe star?Fodi 2016,100
282,I= EediK24Jo and Paulare trying to write calculationsbased on the diagram on the left:Jo says:Paul says:One quarter of negative 24Four lots of negative six addedWhosenegative 6.together is negative twenty four.calculation is(-24)~6 + (-6) + (-6) + (-6) = -24correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,319
283,I= Eedi9 _ 8 + 5Jo and Paulare trying to make the calculation above equalto 6_Jo says you can write it like this: 9 _ (8 + 5)Paul says you can leave it like this: 9 _ 8 + 5Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,240
284,I= EediJack is thinking ofa number.It is a prime number and it is a multiple of 7.What is Jack' s number?1749Fodi 2016,118
285,I= EediWhat word do we use to describe the relationship:7 +5 =5+7AssociativityCommutativityDistributivityFactorsFodi 2016,121
286,"I= EediThis rectangle is reflected inthe liney = 5.What will the coordinate ofthemarked D be afterthe reflection?(1,6)(8,4)(2,5)(2,6)Fodi 2016point",147
287,I= EediJo and Paul are arguing about fractions and percentages.Jo says every fraction can be written as a percentage_Paul says only whole number percentages can beconverted to fractions_Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,254
288,I= EediTom and Katie are arguing about rectanglesThey know the length and width of the blueand red rectangles.Tom says they must also know the perimeterof the combined shape_Katie says they must also know the area of thecombined shape:Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,309
289,I= EediIn the Indian number system8 00 00 000 =eighty croreseight croreseighty lakhseight lakhsFodi 2016,104
290,I= EediStartingAnswernumber+252How would this calculation be written?8 + (2 + 5) =2(8 + 2) + 5 = 28 +2 +5 = 2(8 + 2 + 5) =2Fodi 2016,132
291,I= EediUsing the key on the right; which of thefollowing expressions give the perimeterof this shape in factorised form?ppSide lengths6p + 2q6(p + q)2(3p + q)2(3p + 2q)Fodi 2016,177
292,I= EediWhat word do we use to describe the relationship:15 X 18 = 15 X (2x 9) = (15 x 2)x9 = 30x 9CommutativityFactorsAssociativityMultiplesFodi 2016,149
293,I= Eedi18 + 2 + 2x2 =132212Fodi 2016,36
294,I= EediWhich fraction could go in the missing spaces?516520106Fodi 2016,71
295,I= Eedi[cotto sc4 0j1389What is the size of428angle p?530Not enough5394281389informationFodi 2016,97
296,I= Eediofa litre of paint can cover 1 m? _What area can 6 litres of paint cover?4m214 m218 m?42 m?7Fodi 2016,108
297,IF Ecdiand PauareIking aboutwhichterm could replace the starthisaddition pyramidcouldbe: fPaul says =could be:Whocorrect?OnlyCnlyBoth JoNcithcrconrec,149
298,I= EediWhich protractor is positioned correctly to most easilymeasure the obtuse angle below (shown in red)?% 90A90  '0B# 10~88BothNeitherFodi 2016,147
299,I= EediJuan and Emma both have the same amount of homework:Juan answersof the questions and Emma answersof thequestions_How much more does Juan answer than Emma?6496Fodi 2016,174
300,"I= EediOrder the times from longest to shortest:200 seconds3 minuteshourP, Q RQ, P, RR, Q PR, P, QFodi 2016",107
301,I= Eedi[cat t2 $24 0Iall measurementsRosie has designed her ownThe pink section has two pairs of10parallel sides_What' s the area of the pinksection?45 cm250 cm10822.5 cm?Fodi 2016flag:cm?,188
302,"I= EediWhat is the equation ofthis line of symmetry?(4,5)x =1x =0(-4,-3)-3)x =-1Eedi ?010y = 0",94
303,"I= Eedi""The lowest common multiple of two different primenumbers is their product""Is this statement_always truesometimes truenever trueImpossible to saywithoutmoreinformationFodi 2016",183
304,"I= EediIs the following statement always true, sometimes true, ornever true?A multiple of 18 is a multiple of 6SometimesNot enoughAlways trueNever truetrueinformationdecideFodi 2016",181
305,I= EediWhat is the perimeter of this regularpentagon?3 cm8 cm15 cm18 cmNot enoughinformationFodi 2016,101
306,"IF Eediwhat are the ccordlnates ofthe markedIpoint?(-2,-2)(-2,0)(-2,1)",70
307,"I= EediThe two lines currently intersect at the red dotIf angle p was changed to 100""and angle q was changed to 308in which region would the two lines intersect?Fodi 2016",170
308,I= EediTom and Katie are arguing about howto transform shape P to shape QTom says you can do it using a singletranslation.Katie says vou can do it using tworeflectionsWho is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,241
309,I= EediWhat number replaces the circle to make these twofractions equivalent?318112666Fodi 2016,95
310,"I= EediStatement 1:(~p)x (-q) =pxqStatement 2:(-9)3What can you say about the above statements,where p and q represent different numbers?OnlyOnlyBothBoth statementsstatement 1statement 2 isstatements areare falseis truetruetrueFodi 2016~(q)3=",242
311,I= Eedi(-9) + (_4)~513~13Fodi 2016,34
312,I= Eedi40 is 8 lots of3248Fodi 2016,35
313,I= EediWhat should replace the star?(6 X 5)+(x10) =6X1078132115101050Fodi 2016,78
314,I= EediWhat number and sign belong in the box?5~9+4~14+14Fodi 2016,66
315,I= EediConvert 3to an improper fraction11321139Fodi 2016,56
316,I= EediReflect shape P in line [1and then in line /2.Describe the singletranslation from P to thefinal image.Fodi 2016,118
317,I= EediWhich combination ofmathematical instruments hasbeen used to construct thistriangle?Inctto scale]ProtractorRulerRulerRulerCompassCompassProtractorProtractorCompassFodi 2016,179
318,I= EediA group of 7 friends has 3 chocolate bars that they plan to shareequally:3 new friends arrive and bring along 1more chocolate bar_There are now 10 friends with 4 chocolate bars to share equally:What has happened to the amount of chocolate each of the originalgroup ofnow receive?It has stayed theWe need moreIt has increasedIt has decreasedsameinformationFodi 2016,371
319,I= EediTom and Katie are arguing about thisexpression:p + 2q + q + 3pTom savs you can write it as: Zpq + 3pqKatie says you can write it as: 4p + 3qWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,221
320,"I= EediWhat is the size of this angle?15878235483838814588384588155""Fodi 2016",77
321,"I= Eedi[cotto sc4 0j1369What is the size of448angle s?558Not enough55944""1369informationFodi 2016",97
322,I= EediX ? =5553Fodi 2016,25
323,Iz EediWhich of the following diagrams shows a radius?Fodi 2016,63
324,I= EediJohn has tried to translate the redtriangle by the vectorWhat error has John made?John has mixed up thehorizontal and verticalNothingthis is correctmovementsJohn has describedmoveJohn has moved the triangle inwhere the points don'twrong horizontal directioncorrespondFodi 2016,283
325,I= Eedi~4 +(-5) x 327-27-11~19Fodi 2016,39
326,I= EediWhich symbols make6 000 000six croresthe followingstatements correct?eight lakh90 000Fodi 2016,101
327,I= EediThis diagram couldrepresent_4 lots of 22 lots of 54 lots of 52 lots of 4lots of 5lots of 4lots of 2lots of 5Fodi 2016,124
328,I= EediWhatbelongs in the spaces?t _ 5~5255~5~2~2~5Fodi 2016,60
329,I= EediJamie has two fraction cards_58The product of the cards isWhat is the other card?195152448415Fodi 2016,109
330,I= Eedi[cot to sca0)7cmWhat is value ofpin this compound7cmshape made with12cmrectangles?cm15cmNot enough5 cmcm7 cminformationFodi 2016,135
331,I= EediWhat is the perimeter of this shape?151411Fodi 2016,58
332,I= EediWhat is the absolute value of _3?~3~3or 3Fodi 2016,57
333,"IF EcdiIfyouCanconnecdondravrenuiar Octacon inring of equally spaced dots, which other regularshape can vou definitely draw?FnateraSnjfoPentazonHencontrianzl",157
334,EediWhich shape(s) will tessellate?ParallelogramScalene triangleParallelogramScalene triangleBothNeitherEidaois,111
335,I= Eedi4a + 6b - 4 =6b10ab6 + a +bCannot besimplifiedFodi 2016,62
336,I= EediWhat should replace the question mark?651130Fodi 2016,60
337,I= EediThe sum of two bricks is equalto the brick above_What number should replacethe star?13-13Fodi 2016,105
338,I= Eedi1212Which calculation couldthe following diagramrepresent an efficientway of doing?12 X 4(2x 12) + (2 x 8)24 X424 X 8Fodi 2016,133
339,I= Eedi[cot to sc4 0jWhat is the size of'1058angle r?7501058808Not enoughinformationFodi 2016,93
340,I= Eedi200.320.153.200.3Fodi 2016,33
341,I= EediWhich of the following does not necessarily have any parallellines?RegularRhombusTrapeziumKitehexagonFodi 2016,117
342,"I= Eedi""Square numbers have an odd number of factors""Is this statement__always truenever trueImpossible tosometimes truesayFodi 2016",132
343,"I= Eedi358209[not to sca &,What is the size of angle n?1259135914583258Fodi 2016",80
344,I= Eedicommon factor of 6 and 9 is_18Fodi 2016,46
345,I= Eedi0.42=? %25%40%50%4%Fodi 2016,35
346,I= Eedi1065 X 8 =800 + 0 + 480 + 408000 + 0 + 480 + 408000 + 480 + 301000 + 60 + 5Fodi 2016,91
347,I= EediWhat should replace the question mark?5454Fodi 2016,58
348,I= EediWhat is the area12 cmof this rectangle?17 cm260 cm234 cm2Not enoughinformationFodi 2016,94
349,I= EediWhich angle is vertically opposite to angle pFodi 2016,61
350,I= EediWhat is the12 cmperimeter of thisrectangle?17 cm60 cm34 cmNot enoughinformationFodi 2016,95
351,I= EediTom and Katie are arguing about the diagonals ofquadrilaterals_Tom says a kite has bisecting diagonals.Katie says a rhombus has bisecting diagonals.Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,229
352,I= EediJo and Paul are arguing equivalent fractions_Jo says121421Paul says7014Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,146
353,I= EediWhat does the vectormean?5 left and 2 up5 right and 2 up5 left and 2 down5 right and 2 downFodi 2016,107
354,I= EediWhat is the equationof this line?X =-2y = -2xxy =-2y = -2Eedi ?010,73
355,"I= EediPoint S has coordinates (5,-3)_Point S is translated by the vectorWhat are the new coordinates of point S?(1,0)(2,6)-6)(-1,0)Fodi 2016",141
356,I= EediHere is the completedPrime factors of 66Prime factors of 60Venn diagram fromearlier in the quiz.What calculationworks out the lowestcommon multiple of66 and 60?11X2X52X311X2x3X2X511X2x3x5Fodi 2016,203
357,I= EediConvert 0.24 to a fraction in itssimplest form:1224501001225Fodi 2016,76
358,"I= EediTom and Katie are arguing about howto transform shape P on to shape Q.Tom says you can rotate 180"" aboutpoint (2,~1)Katie says you can reflect in the liney =Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016",238
359,"IF EediWnicn setcocrdinates 5not on the perimeterrectangle?(0,-3)(-2-1)(-1,-2)(-1,-3)'oftna",91
360,I= EediThe sum of two bricks is equalto the brick above_What number should replace2the star?~2Fodi 2016,103
361,I= Eedi(_72)85 = 85 - (_72)Is this.true because oftrue because ofdistributivityassociativitytrue because offalsecommutativityFodi 2016,134
362,I= EediJo and Paul are arguing about the order of rotational symmetry of trianglesJo says some triangles have an order of rotational symmetry of 2Paul says some triangles have an order of rotational symmetry of 1Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,280
363,"I= Eedi[cat t2 $20 0Ifthe two dashedlines are parallel,what is the size ofangle p?6501150350Not enoughinformationFodi 2016",122
364,I= EediJo and Paul are talking about regular polygons.Jo saysrhombus isregular polygon:Paul sayssquare is a regular polygon.Who is correct?OnlyBoth JoNeither isPauland PaulcorrectFodi 2016Only,192
365,I= EediWhich of the followingstatements is correct?Angle P is largerAngle Q is largerAngles P and QIt is impossible tothan Angle Qthan Angleare the same sizeanswer withoutmeasuringFodi 2016,189
366,"I= EediIfyou list the multiples of 14 in ascendingorder, what is thenumber in the list?284256Fodi 20163rd",105
367,I= EediTom and Katie are arguing about prime numbersTom says that 29 is a prime numberKatie says that 49isprime numberWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,192
368,I= Eedi4 +5X 2Tom and Katie are trying to make the calculation above equal to 18.Tom says you can write it like this: (4 + 5) x 2Katie says you can leave it like this: 4 + 5 x 2Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,251
369,"I= EediJo and Paulare discussingthe numbers 24 and 60Jo says 1,2,3,4are common factors of 24 and 60Paul says 2,3,12 are common factors of 24 and 60Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016",215
370,I= EediWhich expression shouldreplace the star in the3a + 4baddition pyramid?4a3b3a + b6a + Sb7a + 7b14ab10a + 8bFodi 2016,122
371,I= EediTom and Katie are arguingabout creating equationsusing the diagram on theright:Tom says: 2(g + 3w) = 3pKatie says: 3(r + g) =9wWho is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,208
372,I= Eedi+10~12What is the value of b?~5~2Fodi 2016,49
373,"I= Eedi7 *36 = 7+ 7xi210 +Which of the following sets ofnumbers belong in theboxes?18,18,126,33630,6,42,25210,6,42,25230,6,42,242Fodi 2016",138
374,I= EediWhat number replaces the circle to make these twofractions equivalent?21421Fodi 2016,91
375,I= EediWhat is the perimeter of this shape?1213Fodi 2016,56
376,"I= EediIs the following statement always true, sometimes true, ornever true?multiple of 9 is a multiple of 5SometimesNot enoughAlways trueNever truetrueinformationdecideFodi 2016",178
377,I= Eedi~4b = 3a - bb -aWhat symbol should replace the star?Need moreinformationFodi 2016,88
378,I= EediRectangle P has beenenlarged by a scale factorof 1.5 to give rectangle12 cnWhat length shouldreplace the star?cm8 cm10.5 cm9 cmcmFodi 2016,145
379,I= EediWhatbelongs in the spaces?2(t5)_5X 2X255~2X5~10x 2Fodi 2016,66
380,I= EediTom and Katie are arguing about shapesthey can construct by joining up points onthe diagram in the right:Tom says you can constructparallelogram_Katie says you can construct a right-angledtriangle:Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,278
381,I= EediWhat should replace the question mark?6565Fodi 2016,58
382,I= EediWhich of the following fractions is the arrowpointing to?19510Fodi 2016,78
383,I= Eedi92188192Fodi 2016,24
384,I= EediThe two marked points arefrom theorigin_ParallelOppositePerpendicularEquidistant2018,91
385,I= EediUsing theon the right;which of the followingexpressionsgive youthe longest length?p + q2p2qFodi 2016keywould,115
386,I= EediWhat can you say aboutthe areas of the twotriangles?The blue triangle has aThe red triangle hasIt is impossible to sayThe areas are the samelarger arealarger areawithout measuringFodi 2016,195
387,"I= EediJo and Paul are talking about how totransform the blue line on to the red lineJo says you can rotate 1800 about point(3,3)Paul says you can reflect in the linex =yWho is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016",238
388,"I= EediPoint A is reflected in the liney = 4.5.What are the coordinates ofthe new point?(2,4.5)(7,6)(2,3)(2,2)Fodi 2016",119
389,"I= Eedi6gUsing the diagram, which ofthe following correctlycompletes the equationabove?Sp9r4pFodi 2016",102
390,"IF EcdiPointIs rellectedthe IineWnat are the coordinates ofthe new point?(5.6)(2,4)(8,6)(8,=6)",94
391,"I= EediTom and Katie are arguing about 1,2,3,4Tom says 1,2,3,4 are all the common factors of 6 and 12Katie says 1,2,3,4 are all the common factors of 12 and 18Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only",233
392,I= EediJo and Paul are discussinghow to create equations~using the diagram on theright:Jo says: W39Paul says: WWho is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,179
393,I= EediWork out:585Give your answer in the simplest form_33174040310Fodi 2016,77
394,I= Eedi[cat t2 $20 0What is the size of1150angle k?468Not enough46065190informationFodi 2016,92
395,I= EediTom and Katie are arguing prime factors_Tom says 2 is a prime factor of 18.Katie says 9 is a prime factor of 18_Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,193
396,"I= EediWhat are the co-ordinatesof the marked point?(-4,2)(2,_4)(4,2)(-2,_4)2018",80
397,I= EediWork out:4522428Fodi 2016,32
398,"I= EediJo and Paul are arguing aboutInotto scale]the line segments on theright_Jo says they are parallel.Paul says they are the samelength.-1)Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016(-5,",214
399,"I= Eedi""The lowest common multiple of a prime numberanda non-prime number is their product""Is this statement_always truesometimes truenever trueImpossible to saywithoutmoreinformationFodi 2016",192
400,I= Eedi= ?7112121Fodi 2016,26
401,I= EediWork out:137887Fodi 2016,31
402,I= Eedi(-18) + 7 = 7 + (_18)Is this.true because oftrue because ofdistributivityassociativitytrue because offalsecommutativityFodi 2016,135
403,I= EediWhat time will it be 16 hours after 09.00?24.0013.0001.0017.00Fodi 2016,78
404,I= EediUsing theon the right;which of the followingsymbols should replace thestar in terms of length?2r2(p + q)Need moreinformationFodi 2016key,143
405,I= EediWhich symbols make the following statement correct?35Fodi 2016,69
406,I= Eedi[cat t2 $24 01428What is the size of389angle p?Not enough142038570informationFodi 2016,93
407,I= Eedi3636Fodi 20166 X 6 = ?,29
408,I= EediWork out_Write your answer in its simplest form_111122211Fodi 2016,73
409,I= Eedi7 X12 - 4X12 =X 12What belongs in the gap?3611132Fodi 2016,65
410,I= EediGiven that33.58 + 7.3 =4.6what is73x4.6?4.63533.58ImpossiblewithoutcalculatorFodi 2016,93
411,I= EediWhat does the vectormean?3 left and 1 up3 right and 1 up3 left and 1 down3 right and 1 downFodi 2016,107
412,I= Eedi[cat t2 $20 0What is the size of1150angle p?1269549610658Not enoughinformationFodi 2016,94
413,I= EediWhat is the namegiven to the anglesshaded pink?VerticallyAlternateCorrespondingComplementaryoppositeFodi 2016,116
414,"EcdiWhich point marksthe coordinates(-4,2)?",43
415,I= Eediscale]Jo and Paulare arguing about how tocalculate the perimeter of the symmetricalshape shown:Jo says you can do: 2 x 4 + 2X 10610 cmPaul says you can do: 2 x (2 x 6 + 4)6 cmWho is correct?cmOnlyOnlyBoth JoNeither isJoPauland PaulcorrectFodi 2016Inotto,260
416,I= Eedi3k + 2 < m + 2Using the diagram on theright; is the expressionabove__.aiwayssometimesneverNeed moretruetruetrueinformationFodi 2016,138
417,"I= EediLucy has three cards with numbers written on them_""Ihave a square number,prime number and amultiple of 6.Which set of numbers could Lucy have?4,9,248,3,609,1,129,5,54Fodi 2016",182
418,I= EediHere is the completedPrime factors of 36Prime factors of 90Venn diagram fromearlier in the quiz.What calculationworks out the lowestcommon multiple of36 and 90?2X2x3x3x3X52X32x3x3X52x3X 5Fodi 2016,203
419,I= EediBarry has two fraction cards37The product of the cards isWhat is the other card?291435153535Fodi 2016,108
420,IF EcdiWnattimehours 30 minutes before 1-30Ront oltneslT4u0 pMIouamEoJnswcs /Rdt lDm?,85
421,I= EediWhich of the following7 x (8 + 2) =could replace the star?7 x 8 + 278 + 727 X 67 X 10Fodi 2016,101
422,I= EediWhich of these is not a factor of 27?27Fodi 2016,55
423,I= EediGx3+Gx XXChO-oWhat belongs in the boxes?-340404040Fodi 2016,66
424,I= EediThe diameter of the largest circleis 32 cm_What is the radius of each of thesmallest circles?8 cm16 cm64 cm4 cmFodi 2016,127
